---	9	12	0	1460892612,867755
---	0	0	1	1460892612,86787
---	0	0	1	1460892612,86788
---	7	11	0	1460892612,867999
---	0	0	1	1460892612,868095
---	0	0	1	1460892612,868101
---	16	15	0	1460892612,868275
---	0	0	1	1460892612,868438
---	0	0	1	1460892612,868445
---	32	31	0	1460892612,868816
---	0	0	1	1460892612,869193
---	0	0	1	1460892612,869201
---	18	20	0	1460892612,869423
---	0	0	1	1460892612,869633
---	2	2	1	1460892612,869646
---	0	0	2	1460892612,869667
---	0	0	2	1460892612,869673
---	20	41	0	1460892612,869924
---	2	7	1	1460892612,870378
---	0	0	2	1460892612,870411
---	0	0	2	1460892612,87042
---	2	13	1	1460892612,870569
---	0	0	2	1460892612,870617
---	0	0	2	1460892612,870623
---	64	63	0	1460892612,871282
---	2	1	1	1460892612,871961
---	0	0	2	1460892612,871985
---	0	0	2	1460892612,871992
---	3	2	1	1460892612,872009
---	0	0	2	1460892612,872035
---	0	0	2	1460892612,872041
---	128	127	0	1460892612,873304
---	4	3	1	1460892612,874632
---	0	0	2	1460892612,87467
---	0	0	2	1460892612,874677
---	9	8	1	1460892612,874725
---	0	0	2	1460892612,874799
---	0	0	2	1460892612,875306
---	10	33	0	1460892612,876262
---	0	0	1	1460892612,876604
---	0	0	1	1460892612,876612
---	10	40	0	1460892612,877444
---	0	0	1	1460892612,877826
---	0	0	1	1460892612,877833
---	10	20	0	1460892612,878234
---	0	0	1	1460892612,878422
---	0	0	1	1460892612,878429
---	20	79	0	1460892612,879877
---	0	0	1	1460892612,88071
---	0	0	1	1460892612,880717
---	20	180	0	1460892612,885902
---	0	0	1	1460892612,888665
---	0	0	1	1460892612,888679
---	20	40	0	1460892612,889618
---	0	0	1	1460892612,890056
---	0	0	1	1460892612,890064
---	30	132	0	1460892612,892411
---	0	0	1	1460892612,894073
---	0	0	1	1460892612,894094
---	30	300	0	1460892612,89941
---	2	72	1	1460892612,904348
---	0	0	2	1460892612,904562
---	0	0	2	1460892612,90457
---	2	144	1	1460892612,917951
---	0	0	2	1460892612,918351
---	0	0	2	1460892612,918358
---	30	60	0	1460892612,919594
---	2	11	1	1460892612,920436
---	0	0	2	1460892612,920481
---	0	0	2	1460892612,920488
---	2	21	1	1460892612,92081
---	0	0	2	1460892612,920877
---	0	0	2	1460892612,920886
---	40	187	0	1460892612,924023
---	2	20	1	1460892612,927181
---	0	0	2	1460892612,927257
---	0	0	2	1460892612,927269
---	2	50	1	1460892612,928611
---	0	0	2	1460892612,928761
---	0	0	2	1460892612,928768
---	40	400	0	1460892612,936302
---	2	78	1	1460892612,943362
---	0	0	2	1460892612,943601
---	0	0	2	1460892612,94361
---	2	154	1	1460892612,958579
---	0	0	2	1460892612,959012
---	0	0	2	1460892612,959019
---	40	80	0	1460892612,960731
---	2	8	1	1460892612,961683
---	0	0	2	1460892612,961719
---	0	0	2	1460892612,961726
---	2	13	1	1460892612,961875
---	0	0	2	1460892612,961921
---	0	0	2	1460892612,961926
---	50	245	0	1460892612,966174
---	0	0	1	1460892612,971663
---	0	0	1	1460892612,971676
---	50	500	0	1460892612,980365
---	2	123	1	1460892612,990688
---	0	0	2	1460892612,991063
---	0	0	2	1460892612,991071
---	2	236	1	1460892613,030806
---	0	0	2	1460892613,031521
---	0	0	2	1460892613,03153
---	50	100	0	1460892613,037716
---	0	0	1	1460892613,040033
---	0	0	1	1460892613,040043
---	60	305	0	1460892613,047403
---	2	55	1	1460892613,055501
---	0	0	2	1460892613,055752
---	0	0	2	1460892613,055762
---	2	122	1	1460892613,06737
---	0	0	2	1460892613,067946
---	0	0	2	1460892613,067963
---	60	600	0	1460892613,0808
---	5	232	1	1460892613,090452
---	0	0	2	1460892613,091628
---	0	0	2	1460892613,091636
---	5	433	1	1460892613,413003
---	0	0	2	1460892613,415673
---	0	0	2	1460892613,415684
---	60	120	0	1460892613,428857
---	5	26	1	1460892613,430665
---	0	0	2	1460892613,430831
---	0	0	2	1460892613,430839
---	5	49	1	1460892613,434837
---	0	0	2	1460892613,435214
---	0	0	2	1460892613,435224
---	70	367	0	1460892613,442965
---	3	108	1	1460892613,449783
---	0	0	2	1460892613,450196
---	0	0	2	1460892613,450203
---	3	178	1	1460892613,484953
---	0	0	2	1460892613,485745
---	0	0	2	1460892613,485753
---	70	700	0	1460892613,497661
---	3	207	1	1460892613,509417
---	0	0	2	1460892613,510126
---	0	0	2	1460892613,510134
---	3	428	1	1460892613,680809
---	0	0	2	1460892613,682341
---	0	0	2	1460892613,682354
---	70	140	0	1460892613,690214
---	3	24	1	1460892613,692382
---	0	0	2	1460892613,692476
---	0	0	2	1460892613,692484
---	3	44	1	1460892613,694502
---	0	0	2	1460892613,694669
---	0	0	2	1460892613,694676
---	80	430	0	1460892613,702265
---	4	117	1	1460892613,709292
---	0	0	2	1460892613,709799
---	0	0	2	1460892613,709809
---	4	232	1	1460892613,766614
---	0	0	2	1460892613,767574
---	0	0	2	1460892613,767584
---	80	800	0	1460892613,781627
---	3	200	1	1460892613,801763
---	0	0	2	1460892613,802522
---	0	0	2	1460892613,802536
---	3	416	1	1460892613,956622
---	0	0	2	1460892613,958271
---	0	0	2	1460892613,958279
---	80	160	0	1460892613,965033
---	2	11	1	1460892613,968952
---	0	0	2	1460892613,969018
---	0	0	2	1460892613,969029
---	2	17	1	1460892613,96938
---	0	0	2	1460892613,96945
---	0	0	2	1460892613,969457
---	90	494	0	1460892613,979891
---	7	190	1	1460892613,990419
---	0	0	2	1460892613,991677
---	0	0	2	1460892613,991686
---	7	353	1	1460892614,123612
---	0	0	2	1460892614,12626
---	0	0	2	1460892614,126272
---	90	900	0	1460892614,145965
---	6	342	1	1460892614,161427
---	0	0	2	1460892614,164079
---	0	0	2	1460892614,164098
---	6	681	1	1460892614,607354
---	0	0	2	1460892614,613308
---	0	0	2	1460892614,613323
---	90	180	0	1460892614,625568
---	7	32	1	1460892614,627701
---	0	0	2	1460892614,627897
---	0	0	2	1460892614,627903
---	7	77	1	1460892614,632187
---	0	0	2	1460892614,632607
---	0	0	2	1460892614,632613
---	100	560	0	1460892614,64545
---	4	146	1	1460892614,659299
---	0	0	2	1460892614,659857
---	0	0	2	1460892614,659869
---	4	282	1	1460892614,714641
---	0	0	2	1460892614,71593
---	0	0	2	1460892614,715949
---	100	1000	0	1460892614,733016
---	5	319	1	1460892614,75489
---	0	0	2	1460892614,75667
---	0	0	2	1460892614,756682
---	5	654	1	1460892615,15909
---	0	0	2	1460892615,163624
---	0	0	2	1460892615,163633
---	100	200	0	1460892615,168961
---	5	44	1	1460892615,172162
---	0	0	2	1460892615,172413
---	0	0	2	1460892615,17242
---	5	88	1	1460892615,179516
---	0	0	2	1460892615,179915
---	0	0	2	1460892615,179921
---	110	627	0	1460892615,193943
---	5	213	1	1460892615,209488
---	0	0	2	1460892615,210522
---	0	0	2	1460892615,210533
---	5	411	1	1460892615,406599
---	0	0	2	1460892615,40983
---	0	0	2	1460892615,409842
---	110	1100	0	1460892615,43079
---	5	373	1	1460892615,456007
---	0	0	2	1460892615,457772
---	0	0	2	1460892615,457781
---	5	785	1	1460892616,085721
---	0	0	2	1460892616,090304
---	0	0	2	1460892616,090316
---	110	220	0	1460892616,096766
---	6	40	1	1460892616,102665
---	0	0	2	1460892616,103003
---	0	0	2	1460892616,103013
---	6	84	1	1460892616,111023
---	0	0	2	1460892616,111492
---	0	0	2	1460892616,111499
---	120	694	0	1460892616,129256
---	6	223	1	1460892616,145954
---	0	0	2	1460892616,147017
---	0	0	2	1460892616,147026
---	6	437	1	1460892616,323705
---	0	0	2	1460892616,326314
---	0	0	2	1460892616,32633
---	120	1200	0	1460892616,3557
---	10	475	1	1460892616,379047
---	0	0	2	1460892616,384882
---	0	0	2	1460892616,384907
---	10	945	1	1460892617,645816
---	0	0	2	1460892617,653067
---	0	0	2	1460892617,653083
---	120	240	0	1460892617,70102
---	6	57	1	1460892617,705134
---	0	0	2	1460892617,705485
---	0	0	2	1460892617,705493
---	6	102	1	1460892617,717911
---	0	0	2	1460892617,718573
---	0	0	2	1460892617,718581
---	130	762	0	1460892617,734063
---	9	274	1	1460892617,749136
---	0	0	2	1460892617,75134
---	0	0	2	1460892617,751352
---	9	561	1	1460892618,156366
---	0	0	2	1460892618,161302
---	0	0	2	1460892618,161327
---	130	1300	0	1460892618,192712
---	6	437	1	1460892618,224642
---	0	0	2	1460892618,226814
---	0	0	2	1460892618,226823
---	6	906	1	1460892618,964924
---	0	0	2	1460892618,969017
---	0	0	2	1460892618,969033
---	130	260	0	1460892619,431681
---	8	62	1	1460892619,436381
---	0	0	2	1460892619,436891
---	0	0	2	1460892619,4369
---	8	115	1	1460892619,456094
---	0	0	2	1460892619,456959
---	0	0	2	1460892619,456967
---	140	831	0	1460892619,477393
---	9	254	1	1460892619,498633
---	0	0	2	1460892619,50065
---	0	0	2	1460892619,500659
---	9	542	1	1460892619,940557
---	0	0	2	1460892619,945082
---	0	0	2	1460892619,945097
---	140	1400	0	1460892619,973762
---	7	501	1	1460892620,008757
---	0	0	2	1460892620,011289
---	0	0	2	1460892620,011299
---	7	1013	1	1460892620,893887
---	0	0	2	1460892620,90038
---	0	0	2	1460892620,900397
---	140	280	0	1460892620,929112
---	8	64	1	1460892620,933467
---	0	0	2	1460892620,934084
---	0	0	2	1460892620,934094
---	8	118	1	1460892620,955672
---	0	0	2	1460892620,956694
---	0	0	2	1460892620,956702
---	150	901	0	1460892620,976794
---	8	287	1	1460892620,995115
---	0	0	2	1460892620,996875
---	0	0	2	1460892620,996884
---	8	586	1	1460892621,514044
---	0	0	2	1460892621,517878
---	0	0	2	1460892621,517887
---	150	1500	0	1460892621,548963
---	7	494	1	1460892621,588168
---	0	0	2	1460892621,591694
---	0	0	2	1460892621,591704
---	7	1039	1	1460892622,749615
---	0	0	2	1460892622,756217
---	0	0	2	1460892622,756229
---	150	300	0	1460892622,849072
---	8	59	1	1460892622,854287
---	0	0	2	1460892622,854762
---	0	0	2	1460892622,854771
---	8	127	1	1460892622,879268
---	0	0	2	1460892622,880036
---	0	0	2	1460892622,880044
---	160	972	0	1460892622,90146
---	8	342	1	1460892622,921249
---	0	0	2	1460892622,923651
---	0	0	2	1460892622,923663
---	8	687	1	1460892623,61584
---	0	0	2	1460892623,620291
---	0	0	2	1460892623,620301
---	160	1600	0	1460892623,651899
---	8	626	1	1460892623,693349
---	0	0	2	1460892623,697991
---	0	0	2	1460892623,69801
---	8	1198	1	1460892626,219201
---	0	0	2	1460892626,227681
---	0	0	2	1460892626,227691
---	160	320	0	1460892626,686772
---	8	67	1	1460892626,692071
---	0	0	2	1460892626,692551
---	0	0	2	1460892626,692559
---	8	147	1	1460892626,72454
---	0	0	2	1460892626,725636
---	0	0	2	1460892626,725644
---	170	1043	0	1460892626,749781
---	12	383	1	1460892626,769527
---	0	0	2	1460892626,773347
---	0	0	2	1460892626,773363
---	12	797	1	1460892627,763705
---	0	0	2	1460892627,772025
---	0	0	2	1460892627,772043
---	170	1700	0	1460892627,813414
---	7	640	1	1460892627,850902
---	0	0	2	1460892627,854575
---	0	0	2	1460892627,854588
---	7	1264	1	1460892629,756125
---	0	0	2	1460892629,765277
---	0	0	2	1460892629,765294
---	170	340	0	1460892629,865557
---	11	84	1	1460892629,870549
---	0	0	2	1460892629,871207
---	0	0	2	1460892629,871215
---	11	166	1	1460892629,9041
---	0	0	2	1460892629,905699
---	0	0	2	1460892629,905747
---	180	1114	0	1460892629,930649
---	11	414	1	1460892629,95443
---	0	0	2	1460892629,958458
---	0	0	2	1460892629,958474
---	11	805	1	1460892631,139743
---	0	0	2	1460892631,148038
---	0	0	2	1460892631,148058
---	180	1800	0	1460892631,186757
---	6	680	1	1460892631,235843
---	0	0	2	1460892631,239765
---	0	0	2	1460892631,239774
---	6	1316	1	1460892633,34551
---	0	0	2	1460892633,354736
---	0	0	2	1460892633,354751
---	180	360	0	1460892633,508665
---	7	83	1	1460892633,52591
---	0	0	2	1460892633,527083
---	0	0	2	1460892633,527098
---	7	156	1	1460892633,58398
---	0	0	2	1460892633,585484
---	0	0	2	1460892633,585495
---	190	1186	0	1460892633,620455
---	11	452	1	1460892633,647312
---	0	0	2	1460892633,651572
---	0	0	2	1460892633,65159
---	11	905	1	1460892634,836704
---	0	0	2	1460892634,84462
---	0	0	2	1460892634,844639
---	190	1900	0	1460892634,885133
---	8	731	1	1460892634,928926
---	0	0	2	1460892634,933856
---	0	0	2	1460892634,933873
---	8	1470	1	1460892637,078559
---	0	0	2	1460892637,090765
---	0	0	2	1460892637,090786
---	190	380	0	1460892637,382863
---	8	82	1	1460892637,393147
---	0	0	2	1460892637,393959
---	0	0	2	1460892637,393969
---	8	162	1	1460892637,428792
---	0	0	2	1460892637,429954
---	0	0	2	1460892637,429962
---	200	1259	0	1460892637,461179
---	13	472	1	1460892637,487928
---	0	0	2	1460892637,492363
---	0	0	2	1460892637,492373
---	13	979	1	1460892638,71562
---	0	0	2	1460892638,725871
---	0	0	2	1460892638,725887
---	200	2000	0	1460892638,772491
---	11	773	1	1460892638,819738
---	0	0	2	1460892638,826578
---	0	0	2	1460892638,82659
---	11	1578	1	1460892641,724886
---	0	0	2	1460892641,736868
---	0	0	2	1460892641,736888
---	200	400	0	1460892642,541248
---	10	79	1	1460892642,549145
---	0	0	2	1460892642,549773
---	0	0	2	1460892642,549782
---	10	189	1	1460892642,581633
---	0	0	2	1460892642,583049
---	0	0	2	1460892642,583057
---	210	1332	0	1460892642,617169
---	11	503	1	1460892642,646322
---	0	0	2	1460892642,650625
---	0	0	2	1460892642,650634
---	11	1015	1	1460892643,82564
---	0	0	2	1460892643,834544
---	0	0	2	1460892643,834558
---	210	2100	0	1460892643,890279
---	9	798	1	1460892643,94379
---	0	0	2	1460892643,948719
---	0	0	2	1460892643,948731
---	9	1616	1	1460892646,743311
---	0	0	2	1460892646,754015
---	0	0	2	1460892646,754034
---	210	420	0	1460892647,02538
---	13	103	1	1460892647,033008
---	0	0	2	1460892647,034477
---	0	0	2	1460892647,034488
---	13	202	1	1460892647,090283
---	0	0	2	1460892647,092233
---	0	0	2	1460892647,092241
---	220	1406	0	1460892647,129013
---	9	515	1	1460892647,160432
---	0	0	2	1460892647,163979
---	0	0	2	1460892647,163989
---	9	1053	1	1460892648,382424
---	0	0	2	1460892648,389468
---	0	0	2	1460892648,38949
---	220	2200	0	1460892648,441633
---	11	857	1	1460892648,500365
---	0	0	2	1460892648,508299
---	0	0	2	1460892648,508308
---	11	1712	1	1460892652,598143
---	0	0	2	1460892652,62022
---	0	0	2	1460892652,620235
---	220	440	0	1460892658,850802
---	10	99	1	1460892658,861367
---	0	0	2	1460892658,862153
---	0	0	2	1460892658,862162
---	10	202	1	1460892658,929164
---	0	0	2	1460892658,9306
---	0	0	2	1460892658,930609
---	230	1480	0	1460892658,973641
---	14	550	1	1460892659,001405
---	0	0	2	1460892659,007404
---	0	0	2	1460892659,00742
---	14	1153	1	1460892660,808587
---	0	0	2	1460892660,819675
---	0	0	2	1460892660,81969
---	230	2300	0	1460892660,873372
---	13	921	1	1460892660,919781
---	0	0	2	1460892660,929716
---	0	0	2	1460892660,929735
---	13	1870	1	1460892666,233656
---	0	0	2	1460892666,258306
---	0	0	2	1460892666,258326
---	230	460	0	1460892666,395993
---	12	106	1	1460892666,404644
---	0	0	2	1460892666,405455
---	0	0	2	1460892666,405463
---	12	217	1	1460892666,471315
---	0	0	2	1460892666,473848
---	0	0	2	1460892666,473859
---	240	1555	0	1460892666,520471
---	15	637	1	1460892666,550862
---	0	0	2	1460892666,557395
---	0	0	2	1460892666,557407
---	15	1222	1	1460892668,963055
---	0	0	2	1460892668,976338
---	0	0	2	1460892668,976357
---	240	2400	0	1460892669,045643
---	13	966	1	1460892669,108512
---	0	0	2	1460892669,12116
---	0	0	2	1460892669,12117
---	13	1940	1	1460892679,657132
---	0	0	2	1460892679,679024
---	0	0	2	1460892679,679043
---	240	480	0	1460892680,111126
---	10	114	1	1460892680,123883
---	0	0	2	1460892680,124809
---	0	0	2	1460892680,124817
---	10	221	1	1460892680,19656
---	0	0	2	1460892680,198406
---	0	0	2	1460892680,198416
---	250	1630	0	1460892680,248991
---	15	635	1	1460892680,296467
---	0	0	2	1460892680,30559
---	0	0	2	1460892680,305609
---	15	1282	1	1460892682,845236
---	0	0	2	1460892682,857851
---	0	0	2	1460892682,857871
---	250	2500	0	1460892682,915601
---	14	1029	1	1460892682,967768
---	0	0	2	1460892682,979687
---	0	0	2	1460892682,979707
---	14	2066	1	1460892689,310723
---	0	0	2	1460892689,341069
---	0	0	2	1460892689,341086
---	250	500	0	1460892689,795003
---	15	129	1	1460892689,803519
---	0	0	2	1460892689,804772
---	0	0	2	1460892689,80478
---	15	245	1	1460892689,871319
---	0	0	2	1460892689,873921
---	0	0	2	1460892689,873929
---	260	1705	0	1460892689,922769
---	12	596	1	1460892689,966776
---	0	0	2	1460892689,974066
---	0	0	2	1460892689,974082
---	12	1188	1	1460892692,145135
---	0	0	2	1460892692,158944
---	0	0	2	1460892692,158965
---	260	2600	0	1460892692,229451
---	14	1043	1	1460892692,293164
---	0	0	2	1460892692,30737
---	0	0	2	1460892692,307386
---	14	2111	1	1460892698,486123
---	0	0	2	1460892698,513155
---	0	0	2	1460892698,513177
---	260	520	0	1460892699,307745
---	13	121	1	1460892699,316821
---	0	0	2	1460892699,317842
---	0	0	2	1460892699,317849
---	13	242	1	1460892699,421975
---	0	0	2	1460892699,424097
---	0	0	2	1460892699,424106
---	270	1781	0	1460892699,490996
---	13	640	1	1460892699,547364
---	0	0	2	1460892699,555771
---	0	0	2	1460892699,555785
---	13	1314	1	1460892701,38947
---	0	0	2	1460892701,404373
---	0	0	2	1460892701,404453
---	270	2700	0	1460892701,473525
---	13	1104	1	1460892701,541062
---	0	0	2	1460892701,55238
---	0	0	2	1460892701,552394
---	13	2219	1	1460892708,423914
---	0	0	2	1460892708,450186
---	0	0	2	1460892708,450205
---	270	540	0	1460892709,070114
---	12	111	1	1460892709,083973
---	0	0	2	1460892709,086007
---	0	0	2	1460892709,086018
---	12	238	1	1460892709,160141
---	0	0	2	1460892709,163085
---	0	0	2	1460892709,163111
---	280	1857	0	1460892709,224635
---	12	673	1	1460892709,284995
---	0	0	2	1460892709,292355
---	0	0	2	1460892709,29237
---	12	1337	1	1460892712,498385
---	0	0	2	1460892712,509848
---	0	0	2	1460892712,509865
---	280	2800	0	1460892712,586676
---	18	1213	1	1460892712,642898
---	0	0	2	1460892712,65864
---	0	0	2	1460892712,65866
---	18	2400	1	1460892722,176777
---	0	0	2	1460892722,216024
---	0	0	2	1460892722,21604
---	280	560	0	1460892722,29494
---	12	117	1	1460892722,312699
---	0	0	2	1460892722,314181
---	0	0	2	1460892722,314193
---	12	263	1	1460892722,406623
---	0	0	2	1460892722,40976
---	0	0	2	1460892722,409771
---	290	1934	0	1460892722,465134
---	12	738	1	1460892722,537256
---	0	0	2	1460892722,548104
---	0	0	2	1460892722,54812
---	12	1470	1	1460892725,926751
---	0	0	2	1460892725,941022
---	0	0	2	1460892725,941039
---	290	2900	0	1460892726,016202
---	13	1170	1	1460892726,09234
---	0	0	2	1460892726,107551
---	0	0	2	1460892726,107567
---	13	2339	1	1460892736,786082
---	0	0	2	1460892736,812702
---	0	0	2	1460892736,812719
---	290	580	0	1460892738,221696
---	16	126	1	1460892738,232205
---	2	31	2	1460892738,233489
---	0	0	3	1460892738,233582
---	0	0	3	1460892738,233589
---	2	60	2	1460892738,236353
---	0	0	3	1460892738,236527
---	0	0	3	1460892738,236533
---	16	287	1	1460892738,283198
---	0	0	2	1460892738,28653
---	0	0	2	1460892738,286542
---	300	2011	0	1460892738,350108
---	16	779	1	1460892738,402857
---	0	0	2	1460892738,411626
---	0	0	2	1460892738,411635
---	16	1550	1	1460892743,264251
---	0	0	2	1460892743,285181
---	0	0	2	1460892743,285198
---	300	3000	0	1460892743,363067
---	15	1253	1	1460892743,428734
---	0	0	2	1460892743,441923
---	0	0	2	1460892743,441941
---	15	2496	1	1460892752,057571
---	0	0	2	1460892752,087588
---	0	0	2	1460892752,087608
